period,total_in_period,year_start,year_end,Regno di Sardegna_pct,Nord-Est_pct,Centro_pct,Sud_pct,Estero_pct,Regno di Sardegna_n,Nord-Est_n,Centro_n,Sud_n,Estero_n
(1848–1859),144,1848,1859,85.41666666666666,13.194444444444445,0.6944444444444444,0.0,0.6944444444444444,123,19,1,0,1
(1860–1882),687,1860,1882,30.42212518195051,26.637554585152838,14.119359534206696,27.947598253275107,0.8733624454148471,209,183,97,192,6
(1883–1913),1163,1883,1913,23.4737747205503,29.148753224419604,14.015477214101463,31.64230438521066,1.7196904557179709,273,339,163,368,20
(1914–1924),711,1914,1924,22.081575246132207,31.645569620253166,15.471167369901547,27.144866385372712,3.6568213783403656,157,225,110,193,26
(1925–1946),941,1925,1946,19.55366631243358,29.22422954303932,21.360255047821468,26.673751328374067,3.1880977683315623,184,275,201,251,30
